City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
160,rongelap,11.1635,166.8941,83.28,82,18,15.7,MH,1717886239
161,bredasdorp,-34.5322,20.0403,48.87,87,0,1.72,ZA,1717886240
162,thompson,55.7435,-97.8558,48.36,93,75,8.05,CA,1717886241
163,sorong,-0.8833,131.25,77.18,90,100,10.31,ID,1717886243
164,orchomenos,38.4929,22.9796,80.11,58,10,4.0,GR,1717886244
165,vikulovo,56.8167,70.6107,48.65,87,82,0.74,RU,1717886245
166,stjordalshalsen,63.4681,10.9262,53.6,62,40,8.05,NO,1717886246
167,mutoko,-17.397,32.2268,47.16,83,0,4.05,ZW,1717886248
168,goias,-15.5807,-49.6362,72.34,44,5,1.14,BR,1717886107
169,kempsey,-31.0833,152.8333,58.95,77,53,1.01,AU,1717886251
170,mount isa,-20.7333,139.5,55.17,67,0,5.75,AU,1717886254
171,kodiak,57.79,-152.4072,47.71,81,100,27.63,US,1717886255
172,palikir - national government center,6.9248,158.1611,81.45,94,100,3.44,FM,1717886256
173,prince rupert,54.3161,-130.3201,64.49,51,100,9.22,CA,1717886257
174,nayoro,44.3506,142.4578,66.45,72,98,5.28,JP,1717886258
175,sechura,-5.5569,-80.8222,74.01,61,16,13.82,PE,1717886003
176,puerto aysen,-45.4,-72.7,44.15,99,100,5.12,CL,1717886205
177,haiku-pauwela,20.9219,-156.3051,84.22,68,20,19.57,US,1717886262
178,bengkulu,-3.8004,102.2655,75.27,93,100,4.32,ID,1717886263
179,cockburn town,21.4612,-71.1419,82.26,85,99,9.06,TC,1717886264
180,la passe,45.5549,-0.8967,63.99,87,23,14.12,FR,1717886266
181,taunggyi,20.7833,97.0333,65.61,96,99,3.15,MM,1717886267
182,komsomol'sk,49.0097,33.6455,60.53,90,100,4.97,UA,1717886268
183,qujing,25.4833,103.7833,60.58,96,100,5.77,CN,1717886270
184,carnarvon,-24.8667,113.6333,74.98,66,97,18.88,AU,1717886272
185,tekeli,44.83,78.8239,61.9,46,49,9.22,KZ,1717886273
186,luanda,-8.8368,13.2343,73.4,83,52,3.44,AO,1717886272
187,el quebrachal,-25.2833,-64.0667,73.71,57,10,5.75,AR,1717886275
188,angicos,-5.6656,-36.6011,79.16,78,89,18.84,BR,1717886276
189,praya,14.9215,-23.5087,75.74,73,40,10.36,CV,1717886278
190,filey,54.21,-0.2892,51.78,67,6,4.0,GB,1717886279
191,aykhal,66.0,111.5,60.26,63,46,11.39,RU,1717885990
192,klyuchi,52.2667,79.1667,61.29,87,53,4.12,RU,1717886281
193,vilyuysk,63.7553,121.6247,62.01,45,1,1.99,RU,1717886282
194,stanley,54.868,-1.6985,48.72,75,40,17.27,GB,1717886284
195,harstad,68.799,16.5293,52.16,97,80,7.0,NO,1717886285
196,fort bragg,35.139,-79.006,89.44,34,0,9.22,US,1717886286
197,brookings,44.3114,-96.7984,74.44,40,0,13.8,US,1717886287
198,devin,41.7433,24.4,58.87,90,16,0.89,BG,1717886222
199,rio gallegos,-51.6226,-69.2181,33.85,93,40,1.14,AR,1717886247
200,queenstown,-31.8976,26.8753,44.76,72,10,2.75,ZA,1717886291
201,shakawe,-18.3667,21.85,52.21,39,17,6.44,BW,1717886292
202,cifteler,39.3831,31.0392,59.95,74,28,4.74,TR,1717886293
203,vilyuchinsk,52.9306,158.4028,55.67,70,100,8.79,RU,1717886294
204,dogubayazit,39.5469,44.0842,55.72,90,100,1.81,TR,1717886296
205,fort mcmurray,56.7268,-111.381,47.79,76,100,9.22,CA,1717886104
206,papatowai,-46.5619,169.4708,47.95,88,100,7.27,NZ,1717886298
207,al bahah,20.0129,41.4677,76.42,26,9,4.61,SA,1717886300
208,port augusta,-32.5,137.7667,52.47,58,30,5.01,AU,1717886301
209,san patricio,28.017,-97.5169,94.15,49,5,15.01,US,1717886302
210,yelets,52.6237,38.5017,59.13,80,100,5.48,RU,1717886113
211,kampene,-3.6,26.6667,65.3,51,86,1.57,CD,1717886304
212,ponta delgada,37.7333,-25.6667,65.19,88,20,8.05,PT,1717886306
213,madalena,41.2162,-8.3345,62.76,95,95,1.3,PT,1717886307
214,castelli,-25.9468,-60.6195,78.22,41,19,7.34,AR,1717886105
215,taradale,-39.5333,176.85,59.02,75,45,5.01,NZ,1717886309
216,mezzouna,34.5776,9.8419,77.61,51,67,6.64,TN,1717886310
217,ciechanow,52.8814,20.62,63.41,71,67,13.51,PL,1717886033
218,playa del ingles,27.7567,-15.5787,71.35,84,18,4.12,ES,1717886289
219,ciudad lazaro cardenas,17.9583,-102.2,84.13,61,17,12.3,MX,1717886314
220,takoradi,4.8845,-1.7554,78.6,86,46,8.95,GH,1717886315
221,mont-tremblant,46.1949,-74.6264,63.99,82,100,2.3,CA,1717886154
222,vorgashor,67.5833,63.95,29.8,93,100,4.65,RU,1717886318
223,umm kaddadah,13.6017,26.6876,82.96,45,98,7.92,SD,1717886319
224,saudarkrokur,65.7461,-19.6394,37.38,97,73,3.65,IS,1717886320
225,rawson,-43.3002,-65.1023,53.51,72,100,6.31,AR,1717886322
226,la'ie,21.6477,-157.9253,87.19,71,9,8.01,US,1717886323
227,ardesen,41.1911,40.9875,69.15,84,100,5.7,TR,1717886324
228,brokopondo,4.75,-55.1667,80.98,76,62,6.13,SR,1717886325
229,hamilton,39.1834,-84.5333,78.8,60,75,12.66,US,1717886071
230,yuzhno-kurilsk,44.0306,145.8556,52.38,98,100,9.53,RU,1717886329
231,noumea,-22.2763,166.4572,75.99,99,100,3.09,NC,1717886330
232,vila velha,-20.3297,-40.2925,75.15,83,75,4.61,BR,1717886183
233,lata,40.1629,-8.3327,56.46,98,39,1.14,PT,1717886332
234,sao pedro do sul,-29.6206,-54.1789,66.85,91,43,5.14,BR,1717886334
235,kalajoki,64.25,23.95,44.91,64,90,2.68,FI,1717886335
236,bilibino,68.0546,166.4372,50.25,35,0,7.2,RU,1717886336
237,broome,42.2506,-75.833,71.98,54,75,13.8,US,1717886337
238,susuman,62.7833,148.1667,40.17,51,100,8.66,RU,1717886339
239,hawaiian paradise park,19.5933,-154.9731,81.91,71,100,10.36,US,1717886340
240,ganshui,28.7422,106.7111,69.58,96,100,0.02,CN,1717886341
241,kaseda-shirakame,31.4167,130.3167,72.97,97,100,4.03,JP,1717886342
242,ust-nera,64.5667,143.2,45.25,42,98,5.84,RU,1717886344
243,seven pagodas,12.6264,80.1722,84.25,77,100,9.4,IN,1717886345
244,goondiwindi,-28.55,150.3167,54.73,67,79,6.96,AU,1717886346
245,decatur,39.8403,-88.9548,80.35,65,100,11.5,US,1717886307
246,tumayr,25.7039,45.868,86.5,15,0,9.53,SA,1717886349
247,charters towers,-20.1,146.2667,61.29,36,0,9.98,AU,1717886169
248,the pas,53.8251,-101.2541,50.02,81,100,8.05,CA,1717886166
249,unecha,52.8459,32.6739,51.98,98,4,7.7,RU,1717886352
250,batken,39.8333,71.0,53.35,46,34,7.87,KG,1717886353
251,mersing,2.4312,103.8405,75.11,100,20,5.75,MY,1717886355
252,albufeira,37.0882,-8.2503,67.84,84,17,4.14,PT,1717886356
253,zilair,52.2332,57.4392,56.39,98,95,2.84,RU,1717886357
254,hotan,37.0997,79.9269,67.48,41,100,4.74,CN,1717886358
255,saint-pierre,-21.3393,55.4781,69.48,73,75,6.91,RE,1717886359
256,enewetak,11.3474,162.3373,82.99,83,17,16.49,MH,1717886362
257,muncar,-8.4333,114.3333,75.83,96,98,0.89,ID,1717886363
258,prainha,-1.8,-53.48,75.63,95,68,3.4,BR,1717886364
259,south hedland,-20.4089,118.5983,55.33,76,1,8.05,AU,1717886366
260,magdagachi,53.45,125.8,60.78,38,100,1.72,RU,1717886367
261,mangrol,21.1167,70.1167,84.83,77,8,15.82,IN,1717886368
262,constantia,44.1833,28.65,65.08,67,10,3.04,RO,1717886156
263,acarau,-2.8856,-40.12,77.94,88,25,10.49,BR,1717886371
264,standerton,-26.9337,29.2415,39.61,81,2,4.32,ZA,1717886372
265,st. john's,47.5649,-52.7093,56.59,87,20,4.61,CA,1717886287
266,mossel bay,-34.1831,22.146,48.13,70,21,2.93,ZA,1717886375
267,mersrags,57.3354,23.1246,52.3,84,100,12.08,LV,1717886376
268,emerald,-23.5333,148.1667,58.8,53,22,7.23,AU,1717886377
269,mettuppalaiyam,11.1667,78.45,77.02,85,100,6.46,IN,1717886380
270,de aar,-30.6497,24.0123,46.54,62,5,3.51,ZA,1717886381
271,ulladulla,-35.35,150.4667,54.19,76,91,4.34,AU,1717886382
272,pimentel,-6.8367,-79.9342,70.09,73,0,19.57,PE,1717886384
273,east massapequa,40.6734,-73.4365,80.58,42,0,13.8,US,1717886385
274,lihue,21.9789,-159.3672,83.44,71,75,10.36,US,1717886386
275,bandarbeyla,9.4942,50.8122,81.25,73,30,22.15,SO,1717886387
276,happy valley-goose bay,53.3168,-60.3315,71.91,43,20,12.66,CA,1717886116
277,ilovlya,49.3033,43.9796,62.78,83,7,5.01,RU,1717886390
278,rundu,-17.9333,19.7667,52.81,32,14,6.93,NA,1717886391
279,simpang,-1.2667,104.0833,73.85,99,71,2.77,ID,1717886392
280,trincomalee,8.5711,81.2335,81.55,77,100,20.2,LK,1717886393
281,ixtapa,20.7,-105.2,86.23,70,20,13.8,MX,1717886394
282,forio,40.7342,13.8646,73.53,84,43,1.01,IT,1717886396
283,inhambane,-23.865,35.3833,66.45,69,91,13.78,MZ,1717886397
284,altai,46.3722,96.2583,55.99,35,68,4.09,MN,1717886398
285,utrik,11.2278,169.8474,82.99,81,71,15.17,MH,1717886399
286,luumaki,60.9262,27.5814,48.25,96,22,3.51,FI,1717886401
287,mogocha,53.7333,119.7667,58.89,38,14,2.15,RU,1717886112
288,santanyi,39.3546,3.1291,71.82,93,61,13.91,ES,1717886131
289,machala,-3.2667,-79.9667,80.55,74,100,6.91,EC,1717886399
290,le port,-20.9373,55.2919,69.8,80,46,4.32,RE,1717886407
291,myeik,12.4333,98.6,79.79,87,100,13.49,MM,1717886408
292,lompoc,34.6391,-120.4579,77.02,78,100,10.36,US,1717886409
293,malango,-2.9627,119.9001,68.38,97,98,1.72,ID,1717886410
294,iquitos,-3.7481,-73.2472,75.24,88,100,4.61,PE,1717886412
295,barcelos,41.5388,-8.6151,66.85,97,60,1.5,PT,1717886298
296,tolanaro,-25.0319,46.9987,69.87,68,75,16.11,MG,1717886414
297,huayacocotla,20.55,-98.4833,76.89,38,53,12.64,MX,1717886417
298,vila franca do campo,37.7167,-25.4333,64.89,99,70,6.69,PT,1717886418
299,pochaiv,50.0051,25.5118,54.66,87,21,7.43,UA,1717886419
300,guanica,17.9716,-66.908,87.13,79,100,11.92,PR,1717886421
301,twon-brass,4.3151,6.2418,79.9,84,99,16.08,NG,1717886422
302,iguatemi,-23.6803,-54.5611,70.61,53,45,6.46,BR,1717886423
303,sanctuary point,-35.1114,150.629,58.75,73,87,6.64,AU,1717886424
304,kulhudhuffushi,6.6221,73.07,82.74,79,90,15.55,MV,1717886426
305,ironwood,46.4547,-90.171,68.81,40,0,10.36,US,1717886427
306,kharp,66.8014,65.8081,32.72,88,36,5.5,RU,1717886428
307,mponela,-13.5319,33.7401,56.66,90,14,11.25,MW,1717886429
308,las palmas,28.4204,-14.0131,68.79,73,0,9.22,ES,1717886431
309,labrador city,52.9463,-66.9114,76.91,36,40,6.91,CA,1717886221
310,salekhard,66.53,66.6019,33.4,80,11,7.0,RU,1717886433
311,nadi,-17.8,177.4167,82.4,57,20,17.27,FJ,1717886434
312,solikamsk,59.6196,56.7729,55.27,74,100,3.98,RU,1717886435
313,merizo village,13.2658,144.6691,85.73,82,82,10.58,GU,1717886437
314,tura,25.5198,90.2201,75.58,96,2,7.25,IN,1717886410
315,danilovka,50.3557,44.1168,61.03,91,8,5.73,RU,1717886440
316,malpica,43.3228,-8.8105,59.38,79,96,15.57,ES,1717886442
317,usinsk,65.9939,57.5281,37.08,85,15,11.01,RU,1717886444
318,puerto ayacucho,5.6639,-67.6236,75.22,96,99,3.83,VE,1717886445
319,betare oya,5.6,14.0833,67.03,97,96,3.69,CM,1717886446
320,knyaze-volkonskoye,48.4642,135.4567,54.0,98,100,7.0,RU,1717886448
321,banjarmasin,-3.3244,114.591,77.14,93,95,2.01,ID,1717886427
322,kayangel,8.0823,134.7173,84.7,74,100,14.83,PW,1717886450
323,isabela,6.7085,121.9711,78.85,85,99,3.62,PH,1717886451
324,port isabel,26.0734,-97.2086,93.27,72,0,18.41,US,1717886452
325,kailua-kona,19.6406,-155.9956,87.6,84,20,12.66,US,1717886454
326,chibougamau,49.9168,-74.3659,60.42,88,100,0.0,CA,1717886455
327,alegrete,-29.7831,-55.7919,67.78,90,69,8.41,BR,1717886381
328,kidal,18.4411,1.4078,91.2,33,51,15.21,ML,1717886457
329,pimenta bueno,-11.6725,-61.1936,75.81,55,0,4.03,BR,1717886458
330,farkhar,36.5729,69.8578,62.1,45,0,7.0,AF,1717886460
331,prineville,44.2999,-120.8345,85.5,29,40,10.36,US,1717886461
332,visakhapatnam,17.69,83.2093,84.09,89,40,10.36,IN,1717886166
333,sept-iles,50.2001,-66.3821,63.12,68,20,13.8,CA,1717886222
334,villa gesell,-37.2639,-56.973,57.06,98,100,11.18,AR,1717886344
335,bel ombre,-4.6167,55.4167,82.24,74,20,6.91,SC,1717886466
336,san pedro pochutla,15.7333,-96.4667,80.87,79,100,0.47,MX,1717886467
337,huarmey,-10.0681,-78.1522,67.6,80,24,9.57,PE,1717886468
338,tromso,69.6496,18.957,46.42,87,40,3.44,NO,1717886469
339,bubaque,11.2833,-15.8333,79.7,77,90,7.09,GW,1717886471
340,kill devil hills,36.0307,-75.676,82.42,50,0,8.05,US,1717886472
341,meadow lakes,61.6247,-149.6011,72.1,60,0,0.0,US,1717886473
342,sidney,-33.8679,151.2073,55.31,83,0,8.05,AU,1717886261
343,wailua homesteads,22.0669,-159.378,82.83,77,75,10.36,US,1717886475
344,hilo,19.7297,-155.09,82.13,74,100,10.36,US,1717886333
345,phongsali,21.6833,102.1058,66.78,100,100,0.11,LA,1717886479
346,vryburg,-26.9566,24.7284,47.23,47,0,6.11,ZA,1717886480
347,richmond,37.5538,-77.4603,85.05,44,40,11.5,US,1717885690
348,santarem,-2.4431,-54.7083,80.73,89,75,2.3,BR,1717886341
349,lichinga,-13.3128,35.2406,59.09,88,40,16.11,MZ,1717886484
350,arawa,-6.2132,155.5367,85.33,74,100,3.27,PG,1717886485
351,alice springs,-23.7,133.8833,38.75,93,0,6.91,AU,1717886486
352,bardai,11.65,7.2333,82.17,59,95,3.22,NG,1717886488
353,kapa'a,22.0752,-159.319,84.18,77,75,10.36,US,1717886490
354,gulf shores,30.246,-87.7008,90.43,60,0,8.05,US,1717886492
355,kaya,13.0917,-1.0844,93.29,31,29,5.06,BF,1717886493
356,kichmengskiy gorodok,59.9816,45.7854,54.95,96,2,4.0,RU,1717886494
357,tofol,5.3248,163.0078,84.29,77,91,13.47,FM,1717886495
358,formosa do rio preto,-11.0483,-45.1931,73.38,38,0,3.85,BR,1717886497
359,leava,-14.3,-178.1667,81.39,76,86,24.02,WF,1717886500
360,dongola,19.1667,30.4833,94.15,11,15,10.25,SD,1717886501
361,coruripe,-10.1256,-36.1756,75.45,89,4,8.21,BR,1717886503
362,khash,28.2211,61.2158,72.86,45,3,0.29,IR,1717886504
363,manggar,-2.8833,108.2667,82.2,80,67,7.34,ID,1717886505
364,mirny,62.5353,113.9611,52.38,70,8,5.26,RU,1717886506
365,badger,64.8,-147.5333,80.51,23,0,16.11,US,1717886507
366,carolina beach,34.0352,-77.8936,84.27,65,2,1.01,US,1717886241
367,horta,38.5333,-28.6333,67.01,88,9,11.01,PT,1717886510
368,sakaiminato,35.55,133.2333,67.98,77,75,13.8,JP,1717886511
369,bafata,12.1667,-14.75,79.14,70,100,4.83,GW,1717886512
370,keflavik,64.0049,-22.5624,48.11,76,0,11.5,IS,1717886514
371,pukchil-lodongjagu,40.2019,125.7483,60.57,89,50,2.42,KP,1717886515
